Plot Title: Utsjoki 2020-2021;;;;;;;
#;Date Time, GMT+03:00;Temp, °C (LGR S/N: 10754832, SEN S/N: 10754832);Coupler Detached (LGR S/N: 10754832);Coupler Attached (LGR S/N: 10754832);Host Connected (LGR S/N: 10754832);Stopped (LGR S/N: 10754832);End Of File (LGR S/N: 10754832)
1943;12.04.20 klo 12.00.00 ip.;0.384;;;;;
1944;12.04.20 klo 01.00.00 ip.;0.384;;;;;
1945;12.04.20 klo 02.00.00 ip.;0.384;;;;;
1946;12.04.20 klo 03.00.00 ip.;0.384;;;;;
1947;12.04.20 klo 04.00.00 ip.;0.356;;;;;
1948;12.04.20 klo 05.00.00 ip.;0.356;;;;;
1949;12.04.20 klo 06.00.00 ip.;0.356;;;;;
1950;12.04.20 klo 07.00.00 ip.;0.329;;;;;
1951;12.04.20 klo 08.00.00 ip.;0.301;;;;;
1952;12.04.20 klo 09.00.00 ip.;0.301;;;;;
1953;12.04.20 klo 10.00.00 ip.;0.301;;;;;
1954;12.04.20 klo 11.00.00 ip.;0.301;;;;;
1955;12.05.20 klo 12.00.00 ap.;0.273;;;;;
1956;12.05.20 klo 01.00.00 ap.;0.273;;;;;
1957;12.05.20 klo 02.00.00 ap.;0.218;;;;;
1958;12.05.20 klo 03.00.00 ap.;0.190;;;;;
1959;12.05.20 klo 04.00.00 ap.;0.190;;;;;
1960;12.05.20 klo 05.00.00 ap.;0.218;;;;;
1961;12.05.20 klo 06.00.00 ap.;0.218;;;;;
1962;12.05.20 klo 07.00.00 ap.;0.218;;;;;
1963;12.05.20 klo 08.00.00 ap.;0.218;;;;;
1964;12.05.20 klo 09.00.00 ap.;0.246;;;;;
1965;12.05.20 klo 10.00.00 ap.;0.246;;;;;
1966;12.05.20 klo 11.00.00 ap.;0.246;;;;;
1967;12.05.20 klo 12.00.00 ip.;0.273;;;;;
1968;12.05.20 klo 01.00.00 ip.;0.273;;;;;
1969;12.05.20 klo 02.00.00 ip.;0.273;;;;;
1970;12.05.20 klo 03.00.00 ip.;0.273;;;;;
1971;12.05.20 klo 04.00.00 ip.;0.273;;;;;
1972;12.05.20 klo 05.00.00 ip.;0.301;;;;;
1973;12.05.20 klo 06.00.00 ip.;0.301;;;;;
1974;12.05.20 klo 07.00.00 ip.;0.273;;;;;
1975;12.05.20 klo 08.00.00 ip.;0.273;;;;;
1976;12.05.20 klo 09.00.00 ip.;0.246;;;;;
1977;12.05.20 klo 10.00.00 ip.;0.246;;;;;
1978;12.05.20 klo 11.00.00 ip.;0.246;;;;;
1979;12.06.20 klo 12.00.00 ap.;0.218;;;;;
1980;12.06.20 klo 01.00.00 ap.;0.190;;;;;
1981;12.06.20 klo 02.00.00 ap.;0.135;;;;;
1982;12.06.20 klo 03.00.00 ap.;0.107;;;;;
1983;12.06.20 klo 04.00.00 ap.;0.051;;;;;
1984;12.06.20 klo 05.00.00 ap.;0.024;;;;;
1985;12.06.20 klo 06.00.00 ap.;0.024;;;;;
1986;12.06.20 klo 07.00.00 ap.;-0.032;;;;;
1987;12.06.20 klo 08.00.00 ap.;-0.004;;;;;
1988;12.06.20 klo 09.00.00 ap.;-0.004;;;;;
1989;12.06.20 klo 10.00.00 ap.;0.024;;;;;
1990;12.06.20 klo 11.00.00 ap.;0.024;;;;;
1991;12.06.20 klo 12.00.00 ip.;0.024;;;;;
1992;12.06.20 klo 01.00.00 ip.;0.024;;;;;
1993;12.06.20 klo 02.00.00 ip.;0.024;;;;;
1994;12.06.20 klo 03.00.00 ip.;0.024;;;;;
1995;12.06.20 klo 04.00.00 ip.;0.024;;;;;
1996;12.06.20 klo 05.00.00 ip.;0.024;;;;;
1997;12.06.20 klo 06.00.00 ip.;0.024;;;;;
1998;12.06.20 klo 07.00.00 ip.;0.024;;;;;
1999;12.06.20 klo 08.00.00 ip.;0.024;;;;;
2000;12.06.20 klo 09.00.00 ip.;0.024;;;;;
2001;12.06.20 klo 10.00.00 ip.;0.024;;;;;
2002;12.06.20 klo 11.00.00 ip.;0.024;;;;;
2003;12.07.20 klo 12.00.00 ap.;0.024;;;;;
2004;12.07.20 klo 01.00.00 ap.;0.024;;;;;
2005;12.07.20 klo 02.00.00 ap.;0.024;;;;;
2006;12.07.20 klo 03.00.00 ap.;0.024;;;;;
2007;12.07.20 klo 04.00.00 ap.;0.024;;;;;
2008;12.07.20 klo 05.00.00 ap.;0.024;;;;;
2009;12.07.20 klo 06.00.00 ap.;0.024;;;;;
2010;12.07.20 klo 07.00.00 ap.;0.024;;;;;
2011;12.07.20 klo 08.00.00 ap.;0.024;;;;;
2012;12.07.20 klo 09.00.00 ap.;0.024;;;;;
2013;12.07.20 klo 10.00.00 ap.;0.024;;;;;
2014;12.07.20 klo 11.00.00 ap.;0.024;;;;;
2015;12.07.20 klo 12.00.00 ip.;0.024;;;;;
2016;12.07.20 klo 01.00.00 ip.;0.024;;;;;
2017;12.07.20 klo 02.00.00 ip.;0.024;;;;;
2018;12.07.20 klo 03.00.00 ip.;0.024;;;;;
2019;12.07.20 klo 04.00.00 ip.;0.024;;;;;
2020;12.07.20 klo 05.00.00 ip.;0.024;;;;;
2021;12.07.20 klo 06.00.00 ip.;0.024;;;;;
2022;12.07.20 klo 07.00.00 ip.;0.024;;;;;
2023;12.07.20 klo 08.00.00 ip.;0.024;;;;;
2024;12.07.20 klo 09.00.00 ip.;0.024;;;;;
2025;12.07.20 klo 10.00.00 ip.;0.024;;;;;
2026;12.07.20 klo 11.00.00 ip.;0.024;;;;;
2027;12.08.20 klo 12.00.00 ap.;0.024;;;;;
2028;12.08.20 klo 01.00.00 ap.;0.024;;;;;
2029;12.08.20 klo 02.00.00 ap.;0.024;;;;;
2030;12.08.20 klo 03.00.00 ap.;0.024;;;;;
2031;12.08.20 klo 04.00.00 ap.;0.024;;;;;
2032;12.08.20 klo 05.00.00 ap.;0.024;;;;;
2033;12.08.20 klo 06.00.00 ap.;0.024;;;;;
2034;12.08.20 klo 07.00.00 ap.;0.024;;;;;
2035;12.08.20 klo 08.00.00 ap.;0.024;;;;;
2036;12.08.20 klo 09.00.00 ap.;0.024;;;;;
2037;12.08.20 klo 10.00.00 ap.;0.024;;;;;
2038;12.08.20 klo 11.00.00 ap.;0.024;;;;;
2039;12.08.20 klo 12.00.00 ip.;0.024;;;;;
2040;12.08.20 klo 01.00.00 ip.;0.024;;;;;
2041;12.08.20 klo 02.00.00 ip.;0.024;;;;;
2042;12.08.20 klo 03.00.00 ip.;0.024;;;;;
2043;12.08.20 klo 04.00.00 ip.;0.024;;;;;
2044;12.08.20 klo 05.00.00 ip.;0.024;;;;;
2045;12.08.20 klo 06.00.00 ip.;0.024;;;;;
2046;12.08.20 klo 07.00.00 ip.;0.024;;;;;
2047;12.08.20 klo 08.00.00 ip.;0.024;;;;;
2048;12.08.20 klo 09.00.00 ip.;0.024;;;;;
2049;12.08.20 klo 10.00.00 ip.;0.024;;;;;
2050;12.08.20 klo 11.00.00 ip.;0.024;;;;;
2051;12.09.20 klo 12.00.00 ap.;0.024;;;;;
2052;12.09.20 klo 01.00.00 ap.;0.024;;;;;
2053;12.09.20 klo 02.00.00 ap.;0.024;;;;;
2054;12.09.20 klo 03.00.00 ap.;0.024;;;;;
2055;12.09.20 klo 04.00.00 ap.;0.024;;;;;
2056;12.09.20 klo 05.00.00 ap.;0.024;;;;;
2057;12.09.20 klo 06.00.00 ap.;0.024;;;;;
2058;12.09.20 klo 07.00.00 ap.;0.024;;;;;
2059;12.09.20 klo 08.00.00 ap.;0.024;;;;;
2060;12.09.20 klo 09.00.00 ap.;0.024;;;;;
2061;12.09.20 klo 10.00.00 ap.;0.024;;;;;
2062;12.09.20 klo 11.00.00 ap.;0.024;;;;;
2063;12.09.20 klo 12.00.00 ip.;0.024;;;;;
2064;12.09.20 klo 01.00.00 ip.;0.024;;;;;
2065;12.09.20 klo 02.00.00 ip.;0.024;;;;;
2066;12.09.20 klo 03.00.00 ip.;0.024;;;;;
2067;12.09.20 klo 04.00.00 ip.;0.024;;;;;
2068;12.09.20 klo 05.00.00 ip.;0.024;;;;;
2069;12.09.20 klo 06.00.00 ip.;0.024;;;;;
2070;12.09.20 klo 07.00.00 ip.;0.024;;;;;
2071;12.09.20 klo 08.00.00 ip.;0.024;;;;;
2072;12.09.20 klo 09.00.00 ip.;0.024;;;;;
2073;12.09.20 klo 10.00.00 ip.;0.024;;;;;
2074;12.09.20 klo 11.00.00 ip.;0.024;;;;;
2075;12.10.20 klo 12.00.00 ap.;0.024;;;;;
2076;12.10.20 klo 01.00.00 ap.;0.024;;;;;
2077;12.10.20 klo 02.00.00 ap.;0.024;;;;;
2078;12.10.20 klo 03.00.00 ap.;0.024;;;;;
2079;12.10.20 klo 04.00.00 ap.;0.024;;;;;
2080;12.10.20 klo 05.00.00 ap.;0.079;;;;;
2081;12.10.20 klo 06.00.00 ap.;0.135;;;;;
2082;12.10.20 klo 07.00.00 ap.;0.163;;;;;
2083;12.10.20 klo 08.00.00 ap.;0.163;;;;;
2084;12.10.20 klo 09.00.00 ap.;0.163;;;;;
2085;12.10.20 klo 10.00.00 ap.;0.163;;;;;
2086;12.10.20 klo 11.00.00 ap.;0.163;;;;;
2087;12.10.20 klo 12.00.00 ip.;0.163;;;;;
2088;12.10.20 klo 01.00.00 ip.;0.163;;;;;
2089;12.10.20 klo 02.00.00 ip.;0.163;;;;;
2090;12.10.20 klo 03.00.00 ip.;0.190;;;;;
2091;12.10.20 klo 04.00.00 ip.;0.163;;;;;
2092;12.10.20 klo 05.00.00 ip.;0.163;;;;;
2093;12.10.20 klo 06.00.00 ip.;0.163;;;;;
2094;12.10.20 klo 07.00.00 ip.;0.163;;;;;
2095;12.10.20 klo 08.00.00 ip.;0.163;;;;;
2096;12.10.20 klo 09.00.00 ip.;0.163;;;;;
2097;12.10.20 klo 10.00.00 ip.;0.190;;;;;
2098;12.10.20 klo 11.00.00 ip.;0.190;;;;;
2099;12.11.20 klo 12.00.00 ap.;0.190;;;;;
2100;12.11.20 klo 01.00.00 ap.;0.190;;;;;
2101;12.11.20 klo 02.00.00 ap.;0.190;;;;;
2102;12.11.20 klo 03.00.00 ap.;0.190;;;;;
2103;12.11.20 klo 04.00.00 ap.;0.190;;;;;
2104;12.11.20 klo 05.00.00 ap.;0.163;;;;;
2105;12.11.20 klo 06.00.00 ap.;0.163;;;;;
2106;12.11.20 klo 07.00.00 ap.;0.163;;;;;
2107;12.11.20 klo 08.00.00 ap.;0.163;;;;;
2108;12.11.20 klo 09.00.00 ap.;0.135;;;;;
2109;12.11.20 klo 10.00.00 ap.;0.135;;;;;
2110;12.11.20 klo 11.00.00 ap.;0.135;;;;;
2111;12.11.20 klo 12.00.00 ip.;0.107;;;;;
2112;12.11.20 klo 01.00.00 ip.;0.079;;;;;
2113;12.11.20 klo 02.00.00 ip.;0.051;;;;;
2114;12.11.20 klo 03.00.00 ip.;0.024;;;;;
2115;12.11.20 klo 04.00.00 ip.;0.024;;;;;
2116;12.11.20 klo 05.00.00 ip.;0.024;;;;;
2117;12.11.20 klo 06.00.00 ip.;0.024;;;;;
2118;12.11.20 klo 07.00.00 ip.;0.051;;;;;
2119;12.11.20 klo 08.00.00 ip.;0.107;;;;;
2120;12.11.20 klo 09.00.00 ip.;0.107;;;;;
2121;12.11.20 klo 10.00.00 ip.;0.079;;;;;
2122;12.11.20 klo 11.00.00 ip.;0.079;;;;;
2123;12.12.20 klo 12.00.00 ap.;0.107;;;;;
2124;12.12.20 klo 01.00.00 ap.;0.107;;;;;
2125;12.12.20 klo 02.00.00 ap.;0.135;;;;;
2126;12.12.20 klo 03.00.00 ap.;0.135;;;;;
2127;12.12.20 klo 04.00.00 ap.;0.135;;;;;
2128;12.12.20 klo 05.00.00 ap.;0.135;;;;;
2129;12.12.20 klo 06.00.00 ap.;0.135;;;;;
2130;12.12.20 klo 07.00.00 ap.;0.135;;;;;
2131;12.12.20 klo 08.00.00 ap.;0.135;;;;;
2132;12.12.20 klo 09.00.00 ap.;0.135;;;;;
2133;12.12.20 klo 10.00.00 ap.;0.107;;;;;
2134;12.12.20 klo 11.00.00 ap.;0.107;;;;;
2135;12.12.20 klo 12.00.00 ip.;0.079;;;;;
2136;12.12.20 klo 01.00.00 ip.;0.079;;;;;
2137;12.12.20 klo 02.00.00 ip.;0.079;;;;;
2138;12.12.20 klo 03.00.00 ip.;0.079;;;;;
2139;12.12.20 klo 04.00.00 ip.;0.079;;;;;
2140;12.12.20 klo 05.00.00 ip.;0.051;;;;;
2141;12.12.20 klo 06.00.00 ip.;0.051;;;;;
2142;12.12.20 klo 07.00.00 ip.;0.024;;;;;
2143;12.12.20 klo 08.00.00 ip.;-0.004;;;;;
2144;12.12.20 klo 09.00.00 ip.;-0.004;;;;;
2145;12.12.20 klo 10.00.00 ip.;0.024;;;;;
2146;12.12.20 klo 11.00.00 ip.;0.024;;;;;
2147;12.13.20 klo 12.00.00 ap.;0.024;;;;;
2148;12.13.20 klo 01.00.00 ap.;0.024;;;;;
2149;12.13.20 klo 02.00.00 ap.;0.024;;;;;
2150;12.13.20 klo 03.00.00 ap.;0.024;;;;;
2151;12.13.20 klo 04.00.00 ap.;0.024;;;;;
2152;12.13.20 klo 05.00.00 ap.;0.024;;;;;
2153;12.13.20 klo 06.00.00 ap.;0.024;;;;;
2154;12.13.20 klo 07.00.00 ap.;0.024;;;;;
2155;12.13.20 klo 08.00.00 ap.;0.024;;;;;
2156;12.13.20 klo 09.00.00 ap.;0.024;;;;;
2157;12.13.20 klo 10.00.00 ap.;0.024;;;;;
2158;12.13.20 klo 11.00.00 ap.;0.024;;;;;
2159;12.13.20 klo 12.00.00 ip.;0.024;;;;;
2160;12.13.20 klo 01.00.00 ip.;0.024;;;;;
2161;12.13.20 klo 02.00.00 ip.;0.079;;;;;
2162;12.13.20 klo 03.00.00 ip.;0.051;;;;;
2163;12.13.20 klo 04.00.00 ip.;0.051;;;;;
2164;12.13.20 klo 05.00.00 ip.;0.051;;;;;
2165;12.13.20 klo 06.00.00 ip.;0.024;;;;;
2166;12.13.20 klo 07.00.00 ip.;-0.004;;;;;
2167;12.13.20 klo 08.00.00 ip.;-0.032;;;;;
2168;12.13.20 klo 09.00.00 ip.;-0.004;;;;;
2169;12.13.20 klo 10.00.00 ip.;-0.004;;;;;
2170;12.13.20 klo 11.00.00 ip.;0.024;;;;;
2171;12.14.20 klo 12.00.00 ap.;0.024;;;;;
2172;12.14.20 klo 01.00.00 ap.;0.024;;;;;
2173;12.14.20 klo 02.00.00 ap.;0.024;;;;;
2174;12.14.20 klo 03.00.00 ap.;0.024;;;;;
2175;12.14.20 klo 04.00.00 ap.;0.024;;;;;
2176;12.14.20 klo 05.00.00 ap.;0.024;;;;;
2177;12.14.20 klo 06.00.00 ap.;0.024;;;;;
2178;12.14.20 klo 07.00.00 ap.;0.024;;;;;
2179;12.14.20 klo 08.00.00 ap.;0.024;;;;;
2180;12.14.20 klo 09.00.00 ap.;0.024;;;;;
2181;12.14.20 klo 10.00.00 ap.;0.024;;;;;
2182;12.14.20 klo 11.00.00 ap.;0.024;;;;;
2183;12.14.20 klo 12.00.00 ip.;0.024;;;;;
2184;12.14.20 klo 01.00.00 ip.;0.024;;;;;
2185;12.14.20 klo 02.00.00 ip.;0.024;;;;;
2186;12.14.20 klo 03.00.00 ip.;0.024;;;;;
2187;12.14.20 klo 04.00.00 ip.;0.024;;;;;
2188;12.14.20 klo 05.00.00 ip.;0.024;;;;;
2189;12.14.20 klo 06.00.00 ip.;0.024;;;;;
2190;12.14.20 klo 07.00.00 ip.;0.024;;;;;
2191;12.14.20 klo 08.00.00 ip.;0.024;;;;;
2192;12.14.20 klo 09.00.00 ip.;0.024;;;;;
2193;12.14.20 klo 10.00.00 ip.;0.024;;;;;
2194;12.14.20 klo 11.00.00 ip.;0.024;;;;;
2195;12.15.20 klo 12.00.00 ap.;0.024;;;;;
2196;12.15.20 klo 01.00.00 ap.;0.024;;;;;
2197;12.15.20 klo 02.00.00 ap.;0.024;;;;;
2198;12.15.20 klo 03.00.00 ap.;0.024;;;;;
2199;12.15.20 klo 04.00.00 ap.;0.024;;;;;
2200;12.15.20 klo 05.00.00 ap.;0.024;;;;;
2201;12.15.20 klo 06.00.00 ap.;0.024;;;;;
2202;12.15.20 klo 07.00.00 ap.;0.024;;;;;
2203;12.15.20 klo 08.00.00 ap.;0.024;;;;;
2204;12.15.20 klo 09.00.00 ap.;0.024;;;;;
2205;12.15.20 klo 10.00.00 ap.;0.024;;;;;
2206;12.15.20 klo 11.00.00 ap.;0.024;;;;;
2207;12.15.20 klo 12.00.00 ip.;0.024;;;;;
2208;12.15.20 klo 01.00.00 ip.;0.024;;;;;
2209;12.15.20 klo 02.00.00 ip.;0.024;;;;;
2210;12.15.20 klo 03.00.00 ip.;0.024;;;;;
2211;12.15.20 klo 04.00.00 ip.;0.024;;;;;
2212;12.15.20 klo 05.00.00 ip.;0.024;;;;;
2213;12.15.20 klo 06.00.00 ip.;0.024;;;;;
2214;12.15.20 klo 07.00.00 ip.;0.024;;;;;
2215;12.15.20 klo 08.00.00 ip.;0.024;;;;;
2216;12.15.20 klo 09.00.00 ip.;0.024;;;;;
2217;12.15.20 klo 10.00.00 ip.;0.024;;;;;
2218;12.15.20 klo 11.00.00 ip.;0.024;;;;;
2219;12.16.20 klo 12.00.00 ap.;0.024;;;;;
2220;12.16.20 klo 01.00.00 ap.;0.024;;;;;
2221;12.16.20 klo 02.00.00 ap.;0.024;;;;;
2222;12.16.20 klo 03.00.00 ap.;0.024;;;;;
2223;12.16.20 klo 04.00.00 ap.;0.024;;;;;
2224;12.16.20 klo 05.00.00 ap.;0.024;;;;;
2225;12.16.20 klo 06.00.00 ap.;0.024;;;;;
2226;12.16.20 klo 07.00.00 ap.;0.024;;;;;
2227;12.16.20 klo 08.00.00 ap.;0.024;;;;;
2228;12.16.20 klo 09.00.00 ap.;0.024;;;;;
2229;12.16.20 klo 10.00.00 ap.;0.024;;;;;
2230;12.16.20 klo 11.00.00 ap.;0.024;;;;;
2231;12.16.20 klo 12.00.00 ip.;0.024;;;;;
2232;12.16.20 klo 01.00.00 ip.;0.024;;;;;
2233;12.16.20 klo 02.00.00 ip.;0.024;;;;;
2234;12.16.20 klo 03.00.00 ip.;0.024;;;;;
2235;12.16.20 klo 04.00.00 ip.;0.024;;;;;
2236;12.16.20 klo 05.00.00 ip.;0.024;;;;;
2237;12.16.20 klo 06.00.00 ip.;0.024;;;;;
2238;12.16.20 klo 07.00.00 ip.;0.024;;;;;
2239;12.16.20 klo 08.00.00 ip.;0.024;;;;;
2240;12.16.20 klo 09.00.00 ip.;0.024;;;;;
2241;12.16.20 klo 10.00.00 ip.;0.024;;;;;
2242;12.16.20 klo 11.00.00 ip.;0.024;;;;;
2243;12.17.20 klo 12.00.00 ap.;0.024;;;;;
2244;12.17.20 klo 01.00.00 ap.;0.024;;;;;
2245;12.17.20 klo 02.00.00 ap.;0.024;;;;;
2246;12.17.20 klo 03.00.00 ap.;0.024;;;;;
2247;12.17.20 klo 04.00.00 ap.;0.024;;;;;
2248;12.17.20 klo 05.00.00 ap.;0.024;;;;;
2249;12.17.20 klo 06.00.00 ap.;0.024;;;;;
2250;12.17.20 klo 07.00.00 ap.;0.024;;;;;
2251;12.17.20 klo 08.00.00 ap.;0.024;;;;;
2252;12.17.20 klo 09.00.00 ap.;0.024;;;;;
2253;12.17.20 klo 10.00.00 ap.;0.024;;;;;
2254;12.17.20 klo 11.00.00 ap.;0.024;;;;;
2255;12.17.20 klo 12.00.00 ip.;0.024;;;;;
2256;12.17.20 klo 01.00.00 ip.;0.024;;;;;
2257;12.17.20 klo 02.00.00 ip.;0.024;;;;;
2258;12.17.20 klo 03.00.00 ip.;0.024;;;;;
2259;12.17.20 klo 04.00.00 ip.;0.024;;;;;
2260;12.17.20 klo 05.00.00 ip.;0.024;;;;;
2261;12.17.20 klo 06.00.00 ip.;0.024;;;;;
2262;12.17.20 klo 07.00.00 ip.;0.024;;;;;
2263;12.17.20 klo 08.00.00 ip.;0.024;;;;;
2264;12.17.20 klo 09.00.00 ip.;0.024;;;;;
2265;12.17.20 klo 10.00.00 ip.;0.024;;;;;
2266;12.17.20 klo 11.00.00 ip.;0.024;;;;;
2267;12.18.20 klo 12.00.00 ap.;0.024;;;;;
2268;12.18.20 klo 01.00.00 ap.;0.024;;;;;
2269;12.18.20 klo 02.00.00 ap.;0.024;;;;;
2270;12.18.20 klo 03.00.00 ap.;0.024;;;;;
2271;12.18.20 klo 04.00.00 ap.;0.024;;;;;
2272;12.18.20 klo 05.00.00 ap.;0.024;;;;;
2273;12.18.20 klo 06.00.00 ap.;0.024;;;;;
2274;12.18.20 klo 07.00.00 ap.;0.024;;;;;
2275;12.18.20 klo 08.00.00 ap.;0.024;;;;;
2276;12.18.20 klo 09.00.00 ap.;0.024;;;;;
2277;12.18.20 klo 10.00.00 ap.;0.024;;;;;
2278;12.18.20 klo 11.00.00 ap.;0.024;;;;;
2279;12.18.20 klo 12.00.00 ip.;0.024;;;;;
2280;12.18.20 klo 01.00.00 ip.;0.024;;;;;
2281;12.18.20 klo 02.00.00 ip.;0.024;;;;;
2282;12.18.20 klo 03.00.00 ip.;0.024;;;;;
2283;12.18.20 klo 04.00.00 ip.;0.024;;;;;
2284;12.18.20 klo 05.00.00 ip.;0.024;;;;;
2285;12.18.20 klo 06.00.00 ip.;0.024;;;;;
2286;12.18.20 klo 07.00.00 ip.;0.024;;;;;
2287;12.18.20 klo 08.00.00 ip.;0.024;;;;;
2288;12.18.20 klo 09.00.00 ip.;0.024;;;;;
2289;12.18.20 klo 10.00.00 ip.;0.024;;;;;
2290;12.18.20 klo 11.00.00 ip.;0.024;;;;;
2291;12.19.20 klo 12.00.00 ap.;0.024;;;;;
2292;12.19.20 klo 01.00.00 ap.;0.024;;;;;
2293;12.19.20 klo 02.00.00 ap.;0.024;;;;;
2294;12.19.20 klo 03.00.00 ap.;0.024;;;;;
2295;12.19.20 klo 04.00.00 ap.;0.024;;;;;
2296;12.19.20 klo 05.00.00 ap.;0.024;;;;;
2297;12.19.20 klo 06.00.00 ap.;0.024;;;;;
2298;12.19.20 klo 07.00.00 ap.;0.024;;;;;
2299;12.19.20 klo 08.00.00 ap.;0.024;;;;;
2300;12.19.20 klo 09.00.00 ap.;0.024;;;;;
2301;12.19.20 klo 10.00.00 ap.;0.024;;;;;
2302;12.19.20 klo 11.00.00 ap.;0.024;;;;;
2303;12.19.20 klo 12.00.00 ip.;0.024;;;;;
2304;12.19.20 klo 01.00.00 ip.;0.024;;;;;
2305;12.19.20 klo 02.00.00 ip.;0.024;;;;;
2306;12.19.20 klo 03.00.00 ip.;0.024;;;;;
2307;12.19.20 klo 04.00.00 ip.;0.024;;;;;
2308;12.19.20 klo 05.00.00 ip.;0.024;;;;;
2309;12.19.20 klo 06.00.00 ip.;0.024;;;;;
2310;12.19.20 klo 07.00.00 ip.;0.024;;;;;
2311;12.19.20 klo 08.00.00 ip.;0.024;;;;;
2312;12.19.20 klo 09.00.00 ip.;0.024;;;;;
2313;12.19.20 klo 10.00.00 ip.;0.024;;;;;
2314;12.19.20 klo 11.00.00 ip.;0.024;;;;;
2315;12.20.20 klo 12.00.00 ap.;0.024;;;;;
2316;12.20.20 klo 01.00.00 ap.;0.024;;;;;
2317;12.20.20 klo 02.00.00 ap.;0.024;;;;;
2318;12.20.20 klo 03.00.00 ap.;0.024;;;;;
2319;12.20.20 klo 04.00.00 ap.;0.024;;;;;
2320;12.20.20 klo 05.00.00 ap.;0.024;;;;;
2321;12.20.20 klo 06.00.00 ap.;0.024;;;;;
2322;12.20.20 klo 07.00.00 ap.;0.024;;;;;
2323;12.20.20 klo 08.00.00 ap.;0.024;;;;;
2324;12.20.20 klo 09.00.00 ap.;0.024;;;;;
2325;12.20.20 klo 10.00.00 ap.;0.024;;;;;
2326;12.20.20 klo 11.00.00 ap.;0.024;;;;;
2327;12.20.20 klo 12.00.00 ip.;0.024;;;;;
2328;12.20.20 klo 01.00.00 ip.;0.024;;;;;
2329;12.20.20 klo 02.00.00 ip.;0.024;;;;;
2330;12.20.20 klo 03.00.00 ip.;0.024;;;;;
2331;12.20.20 klo 04.00.00 ip.;0.024;;;;;
2332;12.20.20 klo 05.00.00 ip.;0.024;;;;;
2333;12.20.20 klo 06.00.00 ip.;0.024;;;;;
2334;12.20.20 klo 07.00.00 ip.;0.024;;;;;
2335;12.20.20 klo 08.00.00 ip.;0.024;;;;;
2336;12.20.20 klo 09.00.00 ip.;0.024;;;;;
2337;12.20.20 klo 10.00.00 ip.;0.024;;;;;
2338;12.20.20 klo 11.00.00 ip.;0.024;;;;;
2339;12.21.20 klo 12.00.00 ap.;0.024;;;;;
2340;12.21.20 klo 01.00.00 ap.;0.024;;;;;
2341;12.21.20 klo 02.00.00 ap.;0.024;;;;;
2342;12.21.20 klo 03.00.00 ap.;0.024;;;;;
2343;12.21.20 klo 04.00.00 ap.;0.024;;;;;
2344;12.21.20 klo 05.00.00 ap.;0.024;;;;;
2345;12.21.20 klo 06.00.00 ap.;0.024;;;;;
2346;12.21.20 klo 07.00.00 ap.;0.024;;;;;
2347;12.21.20 klo 08.00.00 ap.;0.024;;;;;
2348;12.21.20 klo 09.00.00 ap.;0.024;;;;;
2349;12.21.20 klo 10.00.00 ap.;0.024;;;;;
2350;12.21.20 klo 11.00.00 ap.;0.024;;;;;
2351;12.21.20 klo 12.00.00 ip.;0.024;;;;;
2352;12.21.20 klo 01.00.00 ip.;0.024;;;;;
2353;12.21.20 klo 02.00.00 ip.;0.024;;;;;
2354;12.21.20 klo 03.00.00 ip.;0.024;;;;;
2355;12.21.20 klo 04.00.00 ip.;0.024;;;;;
2356;12.21.20 klo 05.00.00 ip.;0.024;;;;;
2357;12.21.20 klo 06.00.00 ip.;0.024;;;;;
2358;12.21.20 klo 07.00.00 ip.;0.024;;;;;
2359;12.21.20 klo 08.00.00 ip.;0.024;;;;;
2360;12.21.20 klo 09.00.00 ip.;0.024;;;;;
2361;12.21.20 klo 10.00.00 ip.;0.024;;;;;
2362;12.21.20 klo 11.00.00 ip.;0.024;;;;;
2363;12.22.20 klo 12.00.00 ap.;0.024;;;;;
2364;12.22.20 klo 01.00.00 ap.;0.024;;;;;
2365;12.22.20 klo 02.00.00 ap.;0.024;;;;;
2366;12.22.20 klo 03.00.00 ap.;0.024;;;;;
2367;12.22.20 klo 04.00.00 ap.;0.024;;;;;
2368;12.22.20 klo 05.00.00 ap.;0.024;;;;;
2369;12.22.20 klo 06.00.00 ap.;0.024;;;;;
2370;12.22.20 klo 07.00.00 ap.;0.024;;;;;
2371;12.22.20 klo 08.00.00 ap.;0.024;;;;;
2372;12.22.20 klo 09.00.00 ap.;0.024;;;;;
2373;12.22.20 klo 10.00.00 ap.;0.024;;;;;
2374;12.22.20 klo 11.00.00 ap.;0.024;;;;;
2375;12.22.20 klo 12.00.00 ip.;0.024;;;;;
2376;12.22.20 klo 01.00.00 ip.;0.024;;;;;
2377;12.22.20 klo 02.00.00 ip.;0.024;;;;;
2378;12.22.20 klo 03.00.00 ip.;0.024;;;;;
2379;12.22.20 klo 04.00.00 ip.;0.024;;;;;
2380;12.22.20 klo 05.00.00 ip.;0.024;;;;;
2381;12.22.20 klo 06.00.00 ip.;0.024;;;;;
2382;12.22.20 klo 07.00.00 ip.;0.024;;;;;
2383;12.22.20 klo 08.00.00 ip.;0.024;;;;;
2384;12.22.20 klo 09.00.00 ip.;0.024;;;;;
2385;12.22.20 klo 10.00.00 ip.;0.024;;;;;
2386;12.22.20 klo 11.00.00 ip.;0.024;;;;;
2387;12.23.20 klo 12.00.00 ap.;0.024;;;;;
2388;12.23.20 klo 01.00.00 ap.;0.024;;;;;
