Havaintoasema,Asemakoodi,Latitudi (desimaaliasteita),Longitudi (desimaaliasteita),Alkuhetki,Loppuhetki,Datan luontihetki
Utsjoki Kevo,102035,69.75637,27.00678,2017-01-01T00:00:00.000Z,2017-07-30T00:00:00.000Z,2022-04-14T05:53:26.713Z
